compound,start_value,end_value,delta,normalize_delta
C01001,100,38,-62,0.62
C01004,100,100,0,0.0
C01005,100,0,-100,1.0
C01007,100,74,-26,0.26
C01008,100,47,-53,0.53
C01009,100,100,0,0.0
C01010,100,129,29,0.29
C01011,100,56,-44,0.44
C01012,100,71,-29,0.29
C01013,100,110,10,0.1
C01014,100,100,0,0.0
C01015,100,100,0,0.0
C01017,100,100,0,0.0
C01018,100,100,0,0.0
C01019,100,67,-33,0.33
C01020,100,69,-31,0.31
C01021,100,61,-39,0.39
C01023,100,100,0,0.0
C01024,100,12,-88,0.88
C01025,100,2,-98,0.98
C01026,100,128,28,0.28
C01028,100,85,-15,0.15
C01029,100,84,-16,0.16
C01031,100,107,7,0.07
C01032,100,100,0,0.0
C01033,100,90,-10,0.1
C01034,100,51,-49,0.49
C01035,100,124,24,0.24
C01036,100,42,-58,0.58
C01037,100,118,18,0.18
C01040,100,70,-30,0.3
C01041,100,42,-58,0.58
C01042,100,110,10,0.1
C01043,100,81,-19,0.19
C01044,100,98,-2,0.02
C01045,100,127,27,0.27
C01046,100,137,37,0.37
C01047,100,86,-14,0.14
C01048,100,99,-1,0.01
C01050,100,80,-20,0.2
C01051,100,83,-17,0.17
C01053,100,96,-4,0.04
C01054,100,0,-100,1.0
C01056,100,105,5,0.05
C01058,100,86,-14,0.14
C01059,100,101,1,0.01
C01060,100,31,-69,0.69
C01061,100,197,97,0.97
C01062,100,127,27,0.27
C01063,100,71,-29,0.29
C01064,100,87,-13,0.13
C01066,100,86,-14,0.14
C01067,100,100,0,0.0
C01068,100,73,-27,0.27
C01069,100,99,-1,0.01
C01070,100,0,-100,1.0
C01071,100,200,100,1.0
C01073,100,86,-14,0.14
C01074,100,100,0,0.0
C01075,100,103,3,0.03
C01076,100,100,0,0.0
C01077,100,0,-100,1.0
C01079,100,66,-34,0.34
C01080,100,200,100,1.0
C01081,100,189,89,0.89
C01083,100,141,41,0.41
C01086,100,0,-100,1.0
C01087,100,61,-39,0.39
C01088,100,98,-2,0.02
C01089,100,129,29,0.29
C01090,100,44,-56,0.56
C01091,100,93,-7,0.07
C01092,100,172,72,0.72
C01093,100,125,25,0.25
C01094,100,72,-28,0.28
C01095,100,100,0,0.0
C01096,100,51,-49,0.49
C01097,100,103,3,0.03
C01099,100,63,-37,0.37
C01100,100,65,-35,0.35
C01101,111,34,-77,0.69369
C01102,100,90,-10,0.1
C01103,100,20,-80,0.8
C01104,100,62,-38,0.38
C01107,100,99,-1,0.01
C01108,100,90,-10,0.1
C01109,100,85,-15,0.15
C01110,100,72,-28,0.28
C01111,100,111,11,0.11
C01112,100,81,-19,0.19
C01113,100,87,-13,0.13
C01114,100,117,17,0.17
C01115,100,77,-23,0.23
C01117,100,105,5,0.05
C01118,100,53,-47,0.47
C01119,100,0,-100,1.0
C01120,100,37,-63,0.63
C01121,100,82,-18,0.18
C01122,100,140,40,0.4
C01123,100,96,-4,0.04
C01124,100,99,-1,0.01
C01125,100,129,29,0.29
C01126,100,69,-31,0.31
C01127,100,73,-27,0.27
C01131,100,51,-49,0.49
C01132,100,46,-54,0.54
C01133,100,102,2,0.02
C01134,100,260,160,1.6
C01136,100,100,0,0.0
C01137,100,0,-100,1.0
C01138,100,37,-63,0.63
C01142,100,73,-27,0.27
C01143,100,96,-4,0.04
C01144,100,84,-16,0.16
C01146,100,274,174,1.74
C01147,100,115,15,0.15
C01149,100,47,-53,0.53
C01151,100,324,224,2.24
C01152,100,119,19,0.19
C01153,100,82,-18,0.18
C01155,100,101,1,0.01
C01156,100,99,-1,0.01
C01157,100,0,-100,1.0
C01158,100,0,-100,1.0
C01159,100,83,-17,0.17
C01161,100,112,12,0.12
C01162,100,115,15,0.15
C01163,100,199,99,0.99
C01164,100,82,-18,0.18
C01165,100,83,-17,0.17
C01166,100,117,17,0.17
C01168,100,146,46,0.46
C01169,100,100,0,0.0
C01170,100,133,33,0.33
C01171,100,86,-14,0.14
C01172,100,246,146,1.46
C01173,100,177,77,0.77
C01175,100,2,-98,0.98
C01176,100,126,26,0.26
C01177,100,158,58,0.58
C01179,100,103,3,0.03
C01180,100,161,61,0.61
C01181,100,153,53,0.53
C01182,100,123,23,0.23
C01183,100,53,-47,0.47
C01185,100,0,-100,1.0
C01186,100,144,44,0.44
C01187,100,99,-1,0.01
C01188,100,109,9,0.09
C01189,100,44,-56,0.56
C01190,100,89,-11,0.11
C01191,100,61,-39,0.39
C01192,100,120,20,0.2
C01194,100,93,-7,0.07
C01197,100,127,27,0.27
C01481,100,100,0,0.0
C01198,100,59,-41,0.41
C01200,100,22,-78,0.78
C01201,100,82,-18,0.18
C01204,100,8,-92,0.92
C01205,100,81,-19,0.19
C01207,100,100,0,0.0
C01209,100,0,-100,1.0
C01210,100,98,-2,0.02
C01211,100,98,-2,0.02
C01212,100,99,-1,0.01
C01213,100,0,-100,1.0
C01214,100,118,18,0.18
C01215,100,95,-5,0.05
C01216,100,87,-13,0.13
C01217,100,0,-100,1.0
C01218,100,128,28,0.28
C01219,100,152,52,0.52
C01220,100,127,27,0.27
C01221,100,181,81,0.81
C01222,100,140,40,0.4
C01223,100,100,0,0.0
C01225,100,66,-34,0.34
C01226,100,172,72,0.72
C01227,100,125,25,0.25
C01228,100,93,-7,0.07
C01230,100,17,-83,0.83
C01231,100,196,96,0.96
C01233,100,125,25,0.25
C01234,100,87,-13,0.13
C01235,100,45,-55,0.55
C01236,100,160,60,0.6
C01239,100,134,34,0.34
C01240,100,57,-43,0.43
C01241,100,100,0,0.0
C01242,100,109,9,0.09
C01243,100,74,-26,0.26
C01244,100,128,28,0.28
C01245,100,115,15,0.15
C01246,100,85,-15,0.15
C01249,100,90,-10,0.1
C01250,100,107,7,0.07
C01251,100,5,-95,0.95
C01252,100,111,11,0.11
C01255,100,142,42,0.42
C01259,100,152,52,0.52
C01260,100,81,-19,0.19
C01261,100,83,-17,0.17
C01262,100,81,-19,0.19
C01263,100,99,-1,0.01
C01264,100,95,-5,0.05
C01265,100,100,0,0.0
C01266,100,100,0,0.0
C01267,100,173,73,0.73
C01268,100,128,28,0.28
C01269,100,90,-10,0.1
C01270,100,144,44,0.44
C01272,100,70,-30,0.3
C01273,100,105,5,0.05
C01274,100,149,49,0.49
C01275,100,81,-19,0.19
C01277,100,85,-15,0.15
C01278,100,0,-100,1.0
C01279,100,110,10,0.1
C01280,100,102,2,0.02
C01282,100,91,-9,0.09
C01283,100,80,-20,0.2
C01284,100,150,50,0.5
C01285,100,100,0,0.0
C01286,100,57,-43,0.43
C01288,100,87,-13,0.13
C01289,100,0,-100,1.0
C01290,100,80,-20,0.2
C01291,100,143,43,0.43
C01292,100,139,39,0.39
C01294,100,107,7,0.07
C01295,100,139,39,0.39
C01297,100,117,17,0.17
C01298,100,68,-32,0.32
C01300,100,173,73,0.73
C01301,100,149,49,0.49
C01302,100,93,-7,0.07
C01304,100,0,-100,1.0
C01306,100,99,-1,0.01
C01310,100,141,41,0.41
C01311,100,125,25,0.25
C01312,100,85,-15,0.15
C01313,100,100,0,0.0
C01314,100,100,0,0.0
C01316,100,100,0,0.0
C01319,100,74,-26,0.26
C01321,100,100,0,0.0
C01322,100,86,-14,0.14
C01326,100,235,135,1.35
C01327,100,1752,1652,16.52
C01328,100,105,5,0.05
C01329,100,98,-2,0.02
C02520,100,81,-19,0.19
C01330,100,210,110,1.1
C01336,100,120,20,0.2
C01341,100,100,0,0.0
C01342,100,100,0,0.0
C01343,100,51,-49,0.49
C01344,100,85,-15,0.15
C01345,100,90,-10,0.1
C01346,100,147,47,0.47
C01347,100,100,0,0.0
C01348,100,100,0,0.0
C01349,100,100,0,0.0
C01352,100,188,88,0.88
C01353,100,78,-22,0.22
C01355,100,100,0,0.0
C01356,100,109,9,0.09
C01358,100,100,0,0.0
C01359,100,123,23,0.23
C01362,100,100,0,0.0
C01365,100,100,0,0.0
C01367,100,99,-1,0.01
C01368,100,94,-6,0.06
C01370,100,128,28,0.28
C01371,100,150,50,0.5
C01372,100,137,37,0.37
C01375,100,100,0,0.0
C01378,100,168,68,0.68
C01380,100,127,27,0.27
C15588,100,116,16,0.16
C01382,100,86,-14,0.14
C01384,100,71,-29,0.29
C01386,100,100,0,0.0
C01387,100,100,0,0.0
C01389,100,121,21,0.21
C01390,100,100,0,0.0
C17628,100,111,11,0.11
C01394,100,100,0,0.0
C01397,100,100,0,0.0
C01399,100,100,0,0.0
C01401,100,53,-47,0.47
C01402,100,89,-11,0.11
C01403,100,100,0,0.0
C01404,100,100,0,0.0
C01405,100,85,-15,0.15
C01407,100,145,45,0.45
C01408,100,57,-43,0.43
C01410,100,100,0,0.0
C01411,100,100,0,0.0
C01412,100,0,-100,1.0
C01413,100,100,0,0.0
C01414,100,106,6,0.06
C01416,100,192,92,0.92
C01417,100,68,-32,0.32
C01418,100,100,0,0.0
C01419,100,120,20,0.2
C01420,100,91,-9,0.09
C01421,100,100,0,0.0
C01424,100,128,28,0.28
C01425,100,100,0,0.0
C01432,100,137,37,0.37
C01433,100,102,2,0.02
C01438,100,180,80,0.8
C01441,100,0,-100,1.0
C01443,100,100,0,0.0
C01444,100,69,-31,0.31
C01445,100,100,0,0.0
C01448,100,101,1,0.01
C01449,100,49,-51,0.51
C01450,100,203,103,1.03
C01451,100,96,-4,0.04
C01452,100,100,0,0.0
C01453,100,100,0,0.0
C01454,100,103,3,0.03
C01455,100,114,14,0.14
C01456,100,97,-3,0.03
C01457,100,100,0,0.0
C01458,100,100,0,0.0
C01460,100,148,48,0.48
C01464,100,100,0,0.0
C01467,100,144,44,0.44
C01468,100,192,92,0.92
C01469,100,89,-11,0.11
C01470,100,100,0,0.0
C01471,100,206,106,1.06
C01474,100,100,0,0.0
C01477,100,0,-100,1.0
C01478,100,100,0,0.0
C01479,100,86,-14,0.14
C01484,100,100,0,0.0
C01485,100,59,-41,0.41
C01486,100,141,41,0.41
C01487,100,100,0,0.0
C01488,100,111,11,0.11
C01489,100,90,-10,0.1
C01490,100,142,42,0.42
C01493,100,54,-46,0.46
C01494,100,102,2,0.02
C01495,100,97,-3,0.03
C01496,100,100,0,0.0
C01498,100,100,0,0.0
C01499,100,181,81,0.81
C01500,100,0,-100,1.0
C01501,100,100,0,0.0
C01502,100,108,8,0.08
C15572,100,100,0,0.0
C01504,100,45,-55,0.55
C01505,100,100,0,0.0
C01506,100,69,-31,0.31
C01507,100,86,-14,0.14
C01508,100,151,51,0.51
C01512,100,58,-42,0.42
C01513,100,107,7,0.07
C01514,100,98,-2,0.02
C01516,100,42,-58,0.58
C01518,100,71,-29,0.29
C01523,100,100,0,0.0
C01525,100,100,0,0.0
C01526,100,96,-4,0.04
C01527,100,101,1,0.01
C01528,100,99,-1,0.01
C01529,100,3,-97,0.97
C01530,100,128,28,0.28
C01531,100,100,0,0.0
C01533,100,90,-10,0.1
C01536,100,100,0,0.0
C01537,100,78,-22,0.22
C01540,100,97,-3,0.03
C01541,100,100,0,0.0
C01542,100,101,1,0.01
C01545,100,109,9,0.09
C01546,100,140,40,0.4
C01547,100,142,42,0.42
C01548,100,141,41,0.41
C01550,100,52,-48,0.48
C01551,100,100,0,0.0
C01552,100,100,0,0.0
C01553,100,100,0,0.0
C01554,100,100,0,0.0
C01555,100,100,0,0.0
C01557,100,100,0,0.0
C01558,100,100,0,0.0
C01559,100,100,0,0.0
C01561,100,89,-11,0.11
C01562,100,56,-44,0.44
C01563,100,195,95,0.95
C01564,100,110,10,0.1
C01566,100,159,59,0.59
C01567,100,100,0,0.0
C01569,100,89,-11,0.11
C01570,100,100,0,0.0
C01571,100,116,16,0.16
C01572,100,88,-12,0.12
C01573,100,111,11,0.11
C01574,100,100,0,0.0
C01575,100,94,-6,0.06
C01576,100,100,0,0.0
C01579,100,100,0,0.0
C01585,100,115,15,0.15
C01586,100,115,15,0.15
C01588,100,100,0,0.0
C01589,100,89,-11,0.11
C01590,100,144,44,0.44
C01591,100,100,0,0.0
C01592,100,99,-1,0.01
C01593,100,116,16,0.16
C01594,100,82,-18,0.18
C01595,100,90,-10,0.1
C01596,100,180,80,0.8
C01598,100,98,-2,0.02
C01601,100,100,0,0.0
C01602,100,133,33,0.33
C01604,100,101,1,0.01
C01606,100,141,41,0.41
C01607,100,98,-2,0.02
C01608,100,100,0,0.0
C01610,100,118,18,0.18
C01612,100,40,-60,0.6
C01613,100,89,-11,0.11
C01614,100,100,0,0.0
C01615,100,100,0,0.0
C01616,100,95,-5,0.05
C01617,100,119,19,0.19
C01618,100,108,8,0.08
C01619,100,100,0,0.0
C01620,100,92,-8,0.08
C01621,100,100,0,0.0
C01623,100,55,-45,0.45
C01624,100,73,-27,0.27
C01625,100,63,-37,0.37
C01626,100,51,-49,0.49
C01628,100,45,-55,0.55
C01629,100,112,12,0.12
C01630,100,100,0,0.0
C01632,100,100,0,0.0
C01633,100,100,0,0.0
C01635,100,210,110,1.1
C01636,100,113,13,0.13
C01637,100,98,-2,0.02
C01638,100,100,0,0.0
C01639,100,100,0,0.0
C01640,100,96,-4,0.04
C01641,100,145,45,0.45
C01642,100,200,100,1.0
C01643,100,99,-1,0.01
C01644,100,100,0,0.0
C01645,100,208,108,1.08
C01646,100,112,12,0.12
C01647,100,98,-2,0.02
C01648,100,117,17,0.17
C01649,100,99,-1,0.01
C01650,100,100,0,0.0
C01651,100,96,-4,0.04
C01652,100,98,-2,0.02
C01653,100,98,-2,0.02
C01654,100,100,0,0.0
C01655,100,100,0,0.0
C01656,100,87,-13,0.13
C01657,100,100,0,0.0
C01658,100,100,0,0.0
C01659,100,100,0,0.0
C01661,100,101,1,0.01
C01663,100,100,0,0.0
C01664,100,54,-46,0.46
C01667,100,133,33,0.33
C01670,100,100,0,0.0
C01672,100,0,-100,1.0
C01673,100,100,0,0.0
C01674,100,36,-64,0.64
C01675,100,100,0,0.0
C01677,100,81,-19,0.19
C01678,100,106,6,0.06
C01680,100,52,-48,0.48
C01682,100,94,-6,0.06
C01683,100,100,0,0.0
C01684,100,100,0,0.0
C01685,100,108,8,0.08
C01687,100,100,0,0.0
C01688,100,100,0,0.0
C01690,100,100,0,0.0
C01691,100,100,0,0.0
C01692,100,100,0,0.0
C01693,100,0,-100,1.0
C01694,100,100,0,0.0
C01695,100,100,0,0.0
C01697,100,157,57,0.57
C01698,100,94,-6,0.06
C01699,100,201,101,1.01
C01700,100,100,0,0.0
C01701,100,100,0,0.0
C15601,100,101,1,0.01
C01705,100,100,0,0.0
C01706,100,100,0,0.0
C01708,100,53,-47,0.47
C01709,100,139,39,0.39
C01710,100,71,-29,0.29
C01711,100,116,16,0.16
C01712,100,100,0,0.0
C01714,100,113,13,0.13
C01716,100,100,0,0.0
C01717,100,152,52,0.52
C01718,100,100,0,0.0
C01719,100,105,5,0.05
C01720,100,78,-22,0.22
C01721,100,161,61,0.61
C01722,100,95,-5,0.05
C01723,100,100,0,0.0
C01724,100,47,-53,0.53
C01725,100,168,68,0.68
C01726,100,156,56,0.56
C01727,100,117,17,0.17
C01728,100,87,-13,0.13
C01729,100,100,0,0.0
C01731,100,100,0,0.0
C01732,100,91,-9,0.09
C01733,100,100,0,0.0
C01735,100,137,37,0.37
C01736,100,100,0,0.0
C15586,100,0,-100,1.0
C01737,100,156,56,0.56
C01739,100,138,38,0.38
C01740,100,100,0,0.0
C01742,100,113,13,0.13
C01743,100,25,-75,0.75
C01744,100,107,7,0.07
C01745,100,100,0,0.0
C01746,100,92,-8,0.08
C01747,100,105,5,0.05
C01748,100,100,0,0.0
C01750,100,90,-10,0.1
C01751,100,150,50,0.5
C01752,100,149,49,0.49
C01753,100,143,43,0.43
C01755,100,131,31,0.31
C01756,100,100,0,0.0
C02380,100,100,0,0.0
C01757,100,115,15,0.15
C01759,100,68,-32,0.32
C01760,100,95,-5,0.05
C01761,100,128,28,0.28
C01762,100,78,-22,0.22
C01765,100,104,4,0.04
C01766,100,94,-6,0.06
C01767,100,129,29,0.29
C01768,100,152,52,0.52
C01769,100,227,127,1.27
C01770,100,88,-12,0.12
C01771,100,108,8,0.08
C01772,100,109,9,0.09
C01775,100,85,-15,0.15
C01776,100,100,0,0.0
C01777,100,88,-12,0.12
C01779,100,100,0,0.0
C01780,100,80,-20,0.2
C01782,100,100,0,0.0
C01783,100,100,0,0.0
C01784,100,100,0,0.0
C01785,100,96,-4,0.04
C01788,100,86,-14,0.14
C01789,100,110,10,0.1
C01790,100,100,0,0.0
C01792,100,124,24,0.24
C01793,100,100,0,0.0
C01794,100,43,-57,0.57
C01795,100,100,0,0.0
C01796,100,100,0,0.0
C01798,100,100,0,0.0
C01799,100,100,0,0.0
C01800,100,100,0,0.0
C01801,100,141,41,0.41
C01802,100,145,45,0.45
C01804,100,100,0,0.0
C01806,100,100,0,0.0
C01810,100,97,-3,0.03
C02101,100,103,3,0.03
C01812,100,86,-14,0.14
C01813,100,100,0,0.0
C01814,100,100,0,0.0
C01816,100,100,0,0.0
C01817,100,93,-7,0.07
C01818,100,101,1,0.01
C01819,100,100,0,0.0
C01821,100,100,0,0.0
C01822,100,52,-48,0.48
C01823,100,124,24,0.24
C01825,100,82,-18,0.18
C01826,100,105,5,0.05
C01829,100,118,18,0.18
C01832,100,149,49,0.49
C01833,100,100,0,0.0
C01834,100,100,0,0.0
C01835,100,100,0,0.0
C01836,100,100,0,0.0
C01837,100,107,7,0.07
C01838,100,100,0,0.0
C01839,100,60,-40,0.4
C01841,100,100,0,0.0
C01842,100,89,-11,0.11
C01843,100,100,0,0.0
C01844,100,100,0,0.0
C01845,100,144,44,0.44
C01847,100,75,-25,0.25
C01848,100,137,37,0.37
C01849,100,100,0,0.0
C01850,100,110,10,0.1
C01851,100,101,1,0.01
C01852,100,43,-57,0.57
C01853,100,114,14,0.14
C01854,100,100,0,0.0
C01855,100,102,2,0.02
C01857,100,110,10,0.1
C01860,100,54,-46,0.46
C01861,100,80,-20,0.2
C01863,100,151,51,0.51
C01864,100,100,0,0.0
C01866,100,92,-8,0.08
C01868,100,109,9,0.09
C01869,100,57,-43,0.43
C01870,100,137,37,0.37
C01871,100,100,0,0.0
C01872,100,79,-21,0.21
C01874,100,100,0,0.0
C01875,100,158,58,0.58
C01876,100,179,79,0.79
C01877,100,121,21,0.21
C01879,100,311,211,2.11
C01880,100,89,-11,0.11
C01881,100,118,18,0.18
C01882,100,100,0,0.0
C01884,100,115,15,0.15
C01885,100,150,50,0.5
C15590,100,97,-3,0.03
C01887,100,100,0,0.0
C01888,100,80,-20,0.2
C01889,100,100,0,0.0
C01890,100,123,23,0.23
C01892,100,63,-37,0.37
C01893,100,84,-16,0.16
C01894,100,159,59,0.59
C01897,100,140,40,0.4
C01898,100,64,-36,0.36
C01902,100,69,-31,0.31
C01904,100,54,-46,0.46
C01905,100,100,0,0.0
C01906,100,100,0,0.0
C01907,100,47,-53,0.53
C01909,100,101,1,0.01
C01910,100,87,-13,0.13
C01912,100,100,0,0.0
C01913,100,100,0,0.0
C01917,100,101,1,0.01
C01918,100,84,-16,0.16
C01920,100,155,55,0.55
C01921,100,126,26,0.26
C01923,100,94,-6,0.06
C01924,100,119,19,0.19
C01925,100,97,-3,0.03
C01926,100,100,0,0.0
C01927,100,100,0,0.0
C01928,100,100,0,0.0
C01929,100,107,7,0.07
C01930,100,100,0,0.0
C01931,100,88,-12,0.12
C01933,100,76,-24,0.24
C01934,100,53,-47,0.47
C01935,100,68,-32,0.32
C01936,100,100,0,0.0
C01937,100,100,0,0.0
C01938,100,100,0,0.0
C01941,100,146,46,0.46
C01942,100,100,0,0.0
C01943,100,144,44,0.44
C01944,100,0,-100,1.0
C01945,100,100,0,0.0
C01946,100,127,27,0.27
C01948,100,103,3,0.03
C01949,100,113,13,0.13
C01950,100,100,0,0.0
C01951,100,132,32,0.32
C01952,100,100,0,0.0
C01953,100,48,-52,0.52
C01956,100,100,0,0.0
C01957,100,98,-2,0.02
C01958,100,150,50,0.5
C01959,100,111,11,0.11
C01960,100,100,0,0.0
C01961,100,100,0,0.0
C01962,100,114,14,0.14
C01963,100,100,0,0.0
C01964,100,100,0,0.0
C01965,100,100,0,0.0
C01967,100,100,0,0.0
C01968,100,100,0,0.0
C01969,100,107,7,0.07
C01970,100,100,0,0.0
C01971,100,147,47,0.47
C01972,100,100,0,0.0
C01983,100,146,46,0.46
C01984,100,0,-100,1.0
C01985,100,114,14,0.14
C01986,100,122,22,0.22
C01987,100,92,-8,0.08
C01988,100,100,0,0.0
C01989,100,56,-44,0.44
C01990,100,53,-47,0.47
C01991,100,112,12,0.12
C01993,100,100,0,0.0
C01995,100,145,45,0.45
C01996,100,90,-10,0.1
C01998,100,141,41,0.41
C02001,100,86,-14,0.14
C02003,100,100,0,0.0
C02004,100,44,-56,0.56
C02006,100,98,-2,0.02
C02008,100,102,2,0.02
C02009,100,100,0,0.0
C02010,100,74,-26,0.26
C02012,100,100,0,0.0
C02013,100,99,-1,0.01
C02015,100,125,25,0.25
C02017,100,100,0,0.0
C02018,100,100,0,0.0
C02020,100,96,-4,0.04
C02021,100,100,0,0.0
C02022,100,128,28,0.28
C02024,100,130,30,0.3
C02027,100,89,-11,0.11
C02028,100,115,15,0.15
C02029,100,97,-3,0.03
C02030,100,100,0,0.0
C02033,100,93,-7,0.07
C02034,100,157,57,0.57
C02035,100,104,4,0.04
C02037,100,111,11,0.11
C02038,100,60,-40,0.4
C02041,100,80,-20,0.2
C02043,100,100,0,0.0
C02045,100,100,0,0.0
C02046,100,199,99,0.99
C02047,100,0,-100,1.0
C02048,100,51,-49,0.49
C02049,100,100,0,0.0
C02050,100,81,-19,0.19
C02051,100,53,-47,0.47
C02052,100,100,0,0.0
C02055,100,103,3,0.03
C02056,100,63,-37,0.37
C02057,100,100,0,0.0
C02059,100,40,-60,0.6
C02060,100,102,2,0.02
C02061,100,0,-100,1.0
C02064,100,100,0,0.0
C02065,100,100,0,0.0
C02066,100,75,-25,0.25
C02067,100,95,-5,0.05
C02072,100,100,0,0.0
C02073,100,105,5,0.05
C02074,100,89,-11,0.11
C02075,100,105,5,0.05
C02076,100,93,-7,0.07
C02077,100,100,0,0.0
C02078,100,100,0,0.0
C02079,100,101,1,0.01
C02080,100,86,-14,0.14
C02081,100,100,0,0.0
C02083,100,56,-44,0.44
C02084,100,106,6,0.06
C02085,100,83,-17,0.17
C02086,100,57,-43,0.43
C02087,100,100,0,0.0
C02088,100,100,0,0.0
C02090,100,0,-100,1.0
C02091,100,55,-45,0.45
C02094,100,0,-100,1.0
C02095,100,100,0,0.0
C02096,100,100,0,0.0
C02097,100,162,62,0.62
C02099,100,118,18,0.18
C02103,100,71,-29,0.29
C02104,100,100,0,0.0
C02105,100,40,-60,0.6
C02106,100,99,-1,0.01
C02107,100,63,-37,0.37
C02108,100,100,0,0.0
C02110,100,134,34,0.34
C02111,100,100,0,0.0
C02112,100,76,-24,0.24
C02115,100,119,19,0.19
C02116,100,100,0,0.0
C02117,100,102,2,0.02
C02118,100,100,0,0.0
C02119,100,85,-15,0.15
C02122,100,100,0,0.0
C02123,100,42,-58,0.58
C02124,100,99,-1,0.01
C02125,100,100,0,0.0
C02126,100,160,60,0.6
C02129,100,121,21,0.21
C02130,100,108,8,0.08
C02131,100,100,0,0.0
C02132,100,92,-8,0.08
C02133,100,0,-100,1.0
C02134,100,100,0,0.0
C02135,100,85,-15,0.15
C02137,100,128,28,0.28
C02138,100,100,0,0.0
C02139,100,9,-91,0.91
C02140,100,84,-16,0.16
C02141,100,106,6,0.06
C02143,100,97,-3,0.03
C02144,100,100,0,0.0
C02146,100,137,37,0.37
C02147,100,98,-2,0.02
C02150,100,100,0,0.0
C02151,100,82,-18,0.18
C02153,100,101,1,0.01
C02154,100,100,0,0.0
C02155,100,100,0,0.0
C02159,100,100,0,0.0
C02160,100,100,0,0.0
C02161,100,113,13,0.13
C02163,100,25,-75,0.75
C02165,100,74,-26,0.26
C02166,100,67,-33,0.33
C02167,100,55,-45,0.45
C02168,100,100,0,0.0
C02170,100,89,-11,0.11
C02171,100,126,26,0.26
C02172,100,53,-47,0.47
C02173,100,100,0,0.0
C02179,100,143,43,0.43
C02180,100,100,0,0.0
C02181,100,100,0,0.0
C02183,100,218,118,1.18
C02185,100,100,0,0.0
C02186,100,100,0,0.0
C02189,100,44,-56,0.56
C02191,100,85,-15,0.15
C02193,100,55,-45,0.45
C02195,100,100,0,0.0
C02196,100,100,0,0.0
C02197,100,100,0,0.0
C02198,100,106,6,0.06
C02199,100,0,-100,1.0
C02200,100,56,-44,0.44
C02201,100,105,5,0.05
C02202,100,100,0,0.0
C02203,100,100,0,0.0
C02204,100,100,0,0.0
C02205,100,100,0,0.0
C02206,100,127,27,0.27
C02207,100,97,-3,0.03
C02209,100,100,0,0.0
C02210,100,100,0,0.0
C02211,100,100,0,0.0
C02213,100,91,-9,0.09
C02214,100,84,-16,0.16
C02216,100,116,16,0.16
C02217,100,112,12,0.12
C02218,100,108,8,0.08
C02220,100,100,0,0.0
C02221,100,100,0,0.0
C02222,100,273,173,1.73
C02223,100,145,45,0.45
C02224,100,152,52,0.52
C02225,100,0,-100,1.0
C02226,100,110,10,0.1
C02227,100,100,0,0.0
C02230,100,100,0,0.0
