compound,start_value,end_value,delta,normalize_delta
C06642,100,201,101,1.01
C06643,100,145,45,0.45
C06646,100,25,-75,0.75
C06647,100,104,4,0.04
C06648,100,179,79,0.79
C06675,100,39,-61,0.61
C06692,100,100,0,0.0
C06835,100,100,0,0.0
C06848,100,100,0,0.0
C06873,100,100,0,0.0
C06893,100,61,-39,0.39
C06897,100,100,0,0.0
C06900,100,100,0,0.0
C06926,100,100,0,0.0
C06933,100,100,0,0.0
C06938,100,100,0,0.0
C06952,100,100,0,0.0
C06960,100,100,0,0.0
C06981,100,100,0,0.0
C06989,100,105,5,0.05
C06991,100,100,0,0.0
C07007,100,100,0,0.0
C07017,100,100,0,0.0
C07020,100,100,0,0.0
C07025,100,96,-4,0.04
C07026,100,141,41,0.41
C07028,100,113,13,0.13
C07029,100,99,-1,0.01
C07030,100,53,-47,0.47
C07031,100,147,47,0.47
C07032,100,83,-17,0.17
C07085,100,112,12,0.12
C07089,100,45,-55,0.55
C07102,100,85,-15,0.15
C07122,100,100,0,0.0
C07131,100,100,0,0.0
C07190,100,100,0,0.0
C07203,100,100,0,0.0
C07213,100,96,-4,0.04
C07236,100,100,0,0.0
C07346,100,100,0,0.0
C07367,100,100,0,0.0
C07433,100,100,0,0.0
C07454,100,100,0,0.0
C07498,100,100,0,0.0
C07560,100,100,0,0.0
C07667,100,144,44,0.44
C07714,100,100,0,0.0
C07720,100,102,2,0.02
C07722,100,51,-49,0.49
C07723,100,149,49,0.49
C07728,100,99,-1,0.01
C07784,100,100,0,0.0
C07817,100,100,0,0.0
C07843,100,100,0,0.0
C07881,100,100,0,0.0
C07911,100,100,0,0.0
C07952,100,100,0,0.0
C07970,100,100,0,0.0
C08038,100,100,0,0.0
C08052,100,100,0,0.0
C08057,100,101,1,0.01
C08062,100,80,-20,0.2
C08098,100,100,0,0.0
C08109,100,100,0,0.0
C08161,100,100,0,0.0
C08175,100,100,0,0.0
C08192,100,100,0,0.0
C08202,100,100,0,0.0
C08228,100,100,0,0.0
C08246,100,100,0,0.0
C08248,100,100,0,0.0
C08261,100,100,0,0.0
C08280,100,100,0,0.0
C08292,100,100,0,0.0
C08294,100,100,0,0.0
C08295,100,100,0,0.0
C08314,100,100,0,0.0
C08318,100,100,0,0.0
C08386,100,100,0,0.0
C08448,100,100,0,0.0
C08496,100,100,0,0.0
C08699,100,100,0,0.0
C08774,100,100,0,0.0
C08817,100,100,0,0.0
C08821,100,110,10,0.1
C08843,100,100,0,0.0
C08940,100,100,0,0.0
C09130,100,100,0,0.0
C09831,100,100,0,0.0
C09832,100,100,0,0.0
C09841,100,100,0,0.0
C09995,100,100,0,0.0
C10020,100,100,0,0.0
C10037,100,100,0,0.0
C10068,100,100,0,0.0
C10102,100,100,0,0.0
C10141,100,100,0,0.0
C10158,100,100,0,0.0
C10175,100,108,8,0.08
C10179,100,100,0,0.0
C10331,100,100,0,0.0
C10351,100,100,0,0.0
C10446,100,100,0,0.0
C10475,100,100,0,0.0
C10476,100,100,0,0.0
C10497,100,122,22,0.22
C10525,100,100,0,0.0
C10528,100,100,0,0.0
C10531,100,100,0,0.0
C10532,100,100,0,0.0
C10548,100,100,0,0.0
C10562,100,100,0,0.0
C10591,100,100,0,0.0
C10667,100,100,0,0.0
C10680,100,100,0,0.0
C10702,100,100,0,0.0
C10804,100,100,0,0.0
C10938,100,100,0,0.0
C10972,100,100,0,0.0
C10991,100,100,0,0.0
C11001,100,100,0,0.0
C11044,100,100,0,0.0
C11165,100,100,0,0.0
C11193,100,100,0,0.0
C11203,100,100,0,0.0
C11238,100,100,0,0.0
C11258,100,100,0,0.0
C11273,100,100,0,0.0
C11294,100,100,0,0.0
C11302,100,100,0,0.0
C11308,100,100,0,0.0
C11374,100,100,0,0.0
C11425,100,54,-46,0.46
C11426,100,132,32,0.32
C11458,100,100,0,0.0
C11459,100,100,0,0.0
C11487,100,100,0,0.0
C11501,100,100,0,0.0
C11523,100,102,2,0.02
C11623,100,100,0,0.0
C11670,100,100,0,0.0
C11677,100,224,124,1.24
C11758,100,100,0,0.0
C11826,100,158,58,0.58
C11841,100,100,0,0.0
C11843,100,100,0,0.0
C11938,100,100,0,0.0
C11939,100,93,-7,0.07
C11950,100,109,9,0.09
C11953,100,101,1,0.01
C11962,100,53,-47,0.47
C11970,100,58,-42,0.42
C11977,100,100,0,0.0
C11986,100,148,48,0.48
C11988,100,145,45,0.45
C11990,100,53,-47,0.47
C12032,100,137,37,0.37
C12046,100,100,0,0.0
C12056,100,100,0,0.0
C12083,100,149,49,0.49
C12155,100,100,0,0.0
C12283,100,100,0,0.0
C12370,100,147,47,0.47
C12452,100,114,14,0.14
C12505,100,100,0,0.0
C12535,100,100,0,0.0
C12537,100,127,27,0.27
C12570,100,100,0,0.0
C12580,100,100,0,0.0
C12816,100,100,0,0.0
C12836,100,90,-10,0.1
C12905,100,100,0,0.0
C12961,100,100,0,0.0
C12995,100,100,0,0.0
C13249,100,100,0,0.0
C13383,100,100,0,0.0
C13456,100,106,6,0.06
C13594,100,100,0,0.0
C13595,100,100,0,0.0
C13622,100,93,-7,0.07
C13634,100,54,-46,0.46
C13719,100,100,0,0.0
C13733,100,100,0,0.0
C13742,100,100,0,0.0
C13743,100,100,0,0.0
C13816,100,100,0,0.0
C13846,100,100,0,0.0
C13869,100,100,0,0.0
C14007,100,100,0,0.0
C14081,100,100,0,0.0
C14083,100,87,-13,0.13
C14092,100,56,-44,0.44
C14093,100,144,44,0.44
C14102,100,58,-42,0.42
C14104,100,94,-6,0.06
C14105,100,105,5,0.05
C14106,100,39,-61,0.61
C14110,100,100,0,0.0
C14122,100,100,0,0.0
C14146,100,89,-11,0.11
C14161,100,100,0,0.0
C14204,100,100,0,0.0
C14221,100,100,0,0.0
C14230,100,100,0,0.0
C14249,100,100,0,0.0
C14251,100,100,0,0.0
C14316,100,100,0,0.0
C14373,100,100,0,0.0
C14375,100,100,0,0.0
C14377,100,100,0,0.0
C14378,100,100,0,0.0
C14379,100,100,0,0.0
C14380,100,100,0,0.0
C14448,100,100,0,0.0
C14541,100,100,0,0.0
C14542,100,100,0,0.0
C14602,100,64,-36,0.36
C14604,100,126,26,0.26
C14663,100,100,0,0.0
C14729,100,100,0,0.0
C14756,100,100,0,0.0
C14758,100,100,0,0.0
C14770,100,81,-19,0.19
C15548,100,67,-33,0.33
C15609,100,100,0,0.0
C15624,100,100,0,0.0
C15630,100,100,0,0.0
C15639,100,100,0,0.0
C15640,100,100,0,0.0
C15659,100,100,0,0.0
C15660,100,100,0,0.0
C15711,100,100,0,0.0
C15759,100,100,0,0.0
C15768,100,100,0,0.0
C15788,100,59,-41,0.41
C15870,100,100,0,0.0
C15895,100,100,0,0.0
C15985,100,90,-10,0.1
C15991,100,118,18,0.18
C16164,100,98,-2,0.02
C16170,100,80,-20,0.2
C16196,100,100,0,0.0
C16271,100,159,59,0.59
C16399,100,108,8,0.08
C16403,100,156,56,0.56
C16411,100,104,4,0.04
C16413,100,100,0,0.0
C16414,100,147,47,0.47
C16673,100,116,16,0.16
C16804,100,100,0,0.0
C16837,100,117,17,0.17
C16843,100,100,0,0.0
C16861,100,100,0,0.0
C16887,100,100,0,0.0
C16889,100,100,0,0.0
C16976,100,100,0,0.0
C17091,100,100,0,0.0
C17337,100,112,12,0.12
C17446,100,100,0,0.0
C17526,100,100,0,0.0
C17557,100,100,0,0.0
C17774,100,100,0,0.0
C17960,100,127,27,0.27
C18000,100,100,0,0.0
C18032,100,123,23,0.23
C18036,100,83,-17,0.17
C18242,100,133,33,0.33
C18244,100,154,54,0.54
C18273,100,153,53,0.53
C18385,100,100,0,0.0
C18415,100,100,0,0.0
C18474,100,100,0,0.0
C18544,100,100,0,0.0
C18552,100,100,0,0.0
C18611,100,100,0,0.0
C18621,100,100,0,0.0
C18624,100,100,0,0.0
C18655,100,100,0,0.0
C18749,100,100,0,0.0
C18776,100,100,0,0.0
C19008,100,100,0,0.0
C19018,100,100,0,0.0
C19040,100,100,0,0.0
C19104,100,100,0,0.0
C19142,100,100,0,0.0
C19150,100,100,0,0.0
C19224,100,100,0,0.0
C19261,100,100,0,0.0
C19291,100,100,0,0.0
C19293,100,100,0,0.0
C19294,100,100,0,0.0
C19295,100,100,0,0.0
C19296,100,100,0,0.0
C19297,100,100,0,0.0
C19298,100,100,0,0.0
C19299,100,100,0,0.0
C19300,100,100,0,0.0
C19301,100,100,0,0.0
C19302,100,100,0,0.0
C19303,100,100,0,0.0
C19304,100,100,0,0.0
C19305,100,100,0,0.0
C19309,100,100,0,0.0
C19310,100,100,0,0.0
C19311,100,100,0,0.0
C19312,100,100,0,0.0
C19314,100,100,0,0.0
C19315,100,100,0,0.0
C19316,100,100,0,0.0
C19317,100,100,0,0.0
C19318,100,100,0,0.0
C19319,100,100,0,0.0
C19320,100,100,0,0.0
C19321,100,100,0,0.0
C19322,100,100,0,0.0
C19323,100,100,0,0.0
C19324,100,100,0,0.0
C19325,100,100,0,0.0
C19326,100,100,0,0.0
C19327,100,100,0,0.0
C19329,100,100,0,0.0
C19331,100,100,0,0.0
C19332,100,100,0,0.0
C19333,100,100,0,0.0
C19334,100,100,0,0.0
C19335,100,100,0,0.0
C19336,100,100,0,0.0
C19337,100,100,0,0.0
C19338,100,100,0,0.0
C19339,100,100,0,0.0
C19340,100,100,0,0.0
C19341,100,100,0,0.0
C19342,100,100,0,0.0
C19343,100,100,0,0.0
C19344,100,100,0,0.0
C19345,100,100,0,0.0
C19346,100,100,0,0.0
C19347,100,100,0,0.0
C19348,100,100,0,0.0
C19349,100,100,0,0.0
C19350,100,100,0,0.0
C19351,100,100,0,0.0
C19352,100,100,0,0.0
C19353,100,100,0,0.0
C19354,100,100,0,0.0
C19355,100,100,0,0.0
C19356,100,100,0,0.0
C19357,100,100,0,0.0
C19358,100,100,0,0.0
C19359,100,100,0,0.0
C19360,100,100,0,0.0
C19361,100,100,0,0.0
C19362,100,100,0,0.0
C19363,100,100,0,0.0
C19364,100,100,0,0.0
C19365,100,100,0,0.0
C19366,100,100,0,0.0
C19367,100,100,0,0.0
C19368,100,100,0,0.0
C19369,100,100,0,0.0
C19370,100,100,0,0.0
C19371,100,100,0,0.0
C19372,100,100,0,0.0
C19373,100,100,0,0.0
C19374,100,100,0,0.0
C19375,100,100,0,0.0
C19376,100,100,0,0.0
C19377,100,100,0,0.0
C19378,100,100,0,0.0
C19379,100,100,0,0.0
C19380,100,100,0,0.0
C19381,100,100,0,0.0
C19382,100,100,0,0.0
C19383,100,100,0,0.0
C19384,100,100,0,0.0
C19385,100,100,0,0.0
C19386,100,100,0,0.0
C19387,100,100,0,0.0
C19388,100,100,0,0.0
C19389,100,100,0,0.0
C19390,100,100,0,0.0
C19391,100,100,0,0.0
C19392,100,100,0,0.0
C19393,100,100,0,0.0
C19394,100,100,0,0.0
C19395,100,100,0,0.0
C19396,100,100,0,0.0
C19397,100,100,0,0.0
C19398,100,100,0,0.0
C19399,100,100,0,0.0
C19400,100,100,0,0.0
C19401,100,100,0,0.0
C19402,100,100,0,0.0
C19403,100,100,0,0.0
C19404,100,100,0,0.0
C19405,100,100,0,0.0
C19406,100,100,0,0.0
C19407,100,100,0,0.0
C19408,100,100,0,0.0
C19409,100,100,0,0.0
C19410,100,100,0,0.0
C19411,100,100,0,0.0
C19412,100,100,0,0.0
C19413,100,100,0,0.0
C19414,100,100,0,0.0
C19415,100,100,0,0.0
C19416,100,100,0,0.0
C19417,100,100,0,0.0
C19418,100,124,24,0.24
C19439,100,100,0,0.0
C19442,100,100,0,0.0
C19495,100,100,0,0.0
C19589,100,38,-62,0.62
C19609,100,95,-5,0.05
C19610,100,96,-4,0.04
C19611,100,104,4,0.04
C19612,100,100,0,0.0
C19618,100,151,51,0.51
C19619,100,101,1,0.01
C19622,100,118,18,0.18
C19631,100,103,3,0.03
C19632,100,100,0,0.0
C19633,100,100,0,0.0
C19634,100,100,0,0.0
C19635,100,100,0,0.0
C19636,100,100,0,0.0
C19637,100,100,0,0.0
C19638,100,100,0,0.0
C19639,100,100,0,0.0
C19640,100,100,0,0.0
C19641,100,100,0,0.0
C19642,100,100,0,0.0
C19643,100,100,0,0.0
C19648,100,100,0,0.0
C19649,100,100,0,0.0
C19650,100,100,0,0.0
C19651,100,100,0,0.0
C19652,100,100,0,0.0
C19653,100,100,0,0.0
C19654,100,100,0,0.0
C19655,100,100,0,0.0
C19657,100,100,0,0.0
C19658,100,100,0,0.0
C19659,100,100,0,0.0
C19660,100,100,0,0.0
C19661,100,100,0,0.0
C19662,100,100,0,0.0
C19663,100,100,0,0.0
C19664,100,100,0,0.0
C19665,100,100,0,0.0
C19666,100,100,0,0.0
C19667,100,100,0,0.0
C19668,100,100,0,0.0
C19669,100,118,18,0.18
C19670,100,86,-14,0.14
C19673,100,87,-13,0.13
C19674,100,91,-9,0.09
C19675,100,98,-2,0.02
C19676,100,99,-1,0.01
C19677,100,101,1,0.01
C19678,100,98,-2,0.02
C19679,100,114,14,0.14
C19680,100,22,-78,0.78
C19681,100,178,78,0.78
C19682,100,66,-34,0.34
C19683,100,94,-6,0.06
C19684,100,96,-4,0.04
C19685,100,120,20,0.2
C19686,100,106,6,0.06
C19687,100,100,0,0.0
C19688,100,100,0,0.0
C19689,100,80,-20,0.2
C19690,100,110,10,0.1
C19691,100,146,46,0.46
C19693,100,97,-3,0.03
C19694,100,102,2,0.02
C19696,100,104,4,0.04
C19697,100,106,6,0.06
C19698,100,100,0,0.0
C19699,100,118,18,0.18
C19701,100,100,0,0.0
C19702,100,132,32,0.32
C19704,100,100,0,0.0
C19705,100,100,0,0.0
C19707,100,99,-1,0.01
C19708,100,101,1,0.01
C19710,100,106,6,0.06
C19711,100,100,0,0.0
C19712,100,100,0,0.0
C19713,100,100,0,0.0
C19714,100,84,-16,0.16
C19715,100,61,-39,0.39
C19716,100,100,0,0.0
C19717,100,45,-55,0.55
C19719,100,102,2,0.02
C19721,100,101,1,0.01
C19724,100,100,0,0.0
C19725,100,68,-32,0.32
C19726,100,100,0,0.0
C19727,100,100,0,0.0
C19728,100,100,0,0.0
C19729,100,100,0,0.0
C19730,100,47,-53,0.53
C19731,100,51,-49,0.49
C19732,100,100,0,0.0
C19733,100,100,0,0.0
C19735,100,128,28,0.28
C19736,100,123,23,0.23
C19739,100,100,0,0.0
C19740,100,100,0,0.0
C19741,100,102,2,0.02
C19742,100,101,1,0.01
C19743,100,101,1,0.01
C19744,100,101,1,0.01
C19745,100,148,48,0.48
C19746,100,101,1,0.01
C19747,100,102,2,0.02
C19748,100,100,0,0.0
C19749,100,101,1,0.01
C19750,100,100,0,0.0
C19752,100,139,39,0.39
C19753,100,100,0,0.0
C19754,100,100,0,0.0
C19755,100,100,0,0.0
C19756,100,102,2,0.02
C19757,100,108,8,0.08
C19758,100,55,-45,0.45
C19759,100,95,-5,0.05
C19761,100,84,-16,0.16
C19762,100,103,3,0.03
C19763,100,98,-2,0.02
C19764,100,113,13,0.13
C19765,100,108,8,0.08
C19766,100,101,1,0.01
C19767,100,104,4,0.04
C19768,100,101,1,0.01
C19769,100,99,-1,0.01
C19770,100,101,1,0.01
C19771,100,57,-43,0.43
C19772,100,100,0,0.0
C19773,100,88,-12,0.12
C19774,100,112,12,0.12
C19775,100,81,-19,0.19
C19777,100,106,6,0.06
C19778,100,85,-15,0.15
C19779,100,85,-15,0.15
C19780,100,115,15,0.15
C19782,100,81,-19,0.19
C19783,100,119,19,0.19
C19784,100,105,5,0.05
C19785,100,78,-22,0.22
C19786,100,122,22,0.22
C19787,100,71,-29,0.29
C19788,100,92,-8,0.08
C19789,100,106,6,0.06
C19791,100,110,10,0.1
C19792,100,65,-35,0.35
C19793,100,105,5,0.05
C19794,100,53,-47,0.47
C19797,100,107,7,0.07
C19798,100,99,-1,0.01
C19800,100,111,11,0.11
C19801,100,109,9,0.09
C19805,100,103,3,0.03
C19806,100,106,6,0.06
C19808,100,100,0,0.0
C19809,100,78,-22,0.22
C19810,100,117,17,0.17
C19813,100,24,-76,0.76
C19814,100,95,-5,0.05
C19815,100,66,-34,0.34
C19816,100,111,11,0.11
C19817,100,108,8,0.08
C19818,100,142,42,0.42
C19819,100,111,11,0.11
C19820,100,110,10,0.1
C19821,100,191,91,0.91
C19822,100,63,-37,0.37
C19823,100,141,41,0.41
C19826,100,142,42,0.42
C19827,100,151,51,0.51
C19828,100,50,-50,0.5
C19829,100,55,-45,0.45
C19830,100,72,-28,0.28
C19831,100,1,-99,0.99
C19832,100,108,8,0.08
C19833,100,109,9,0.09
C19834,100,132,32,0.32
C19835,100,110,10,0.1
C19836,100,74,-26,0.26
C19837,100,50,-50,0.5
C19838,100,49,-51,0.51
C80001,100,100,0,0.0
C80008,100,100,0,0.0
C80010,100,100,0,0.0
C80011,100,100,0,0.0
C80014,100,100,0,0.0
C80015,100,100,0,0.0
C80016,100,100,0,0.0
C80017,100,100,0,0.0
C80018,100,100,0,0.0
C80019,100,100,0,0.0
C80020,100,100,0,0.0
C80021,100,100,0,0.0
C80022,100,100,0,0.0
C80023,100,100,0,0.0
C80024,100,100,0,0.0
C80025,100,100,0,0.0
C80026,100,100,0,0.0
C80027,100,100,0,0.0
C80028,100,100,0,0.0
C80029,100,100,0,0.0
C80030,100,100,0,0.0
C80031,100,100,0,0.0
C80032,100,100,0,0.0
C80033,100,100,0,0.0
C80036,100,100,0,0.0
C80037,100,100,0,0.0
C80038,100,100,0,0.0
C80039,100,100,0,0.0
C80040,100,100,0,0.0
C80045,100,100,0,0.0
C80047,100,100,0,0.0
C80048,100,100,0,0.0
C80049,100,100,0,0.0
C80050,100,100,0,0.0
C80051,100,100,0,0.0
C80052,100,100,0,0.0
C80053,100,100,0,0.0
C80054,100,100,0,0.0
C80055,100,100,0,0.0
C80056,100,100,0,0.0
C80057,100,100,0,0.0
C80058,100,100,0,0.0
C80061,100,100,0,0.0
C80062,100,100,0,0.0
C80063,100,100,0,0.0
C80064,100,100,0,0.0
C80065,100,100,0,0.0
C80066,100,100,0,0.0
C80068,100,100,0,0.0
C80069,100,100,0,0.0
C90010,100,100,0,0.0
C90029,100,100,0,0.0
C90040,100,100,0,0.0
C90041,100,100,0,0.0
C90091,100,100,0,0.0
C90092,100,100,0,0.0
C90094,100,100,0,0.0
C90096,100,100,0,0.0
C90126,100,100,0,0.0
C90131,100,100,0,0.0
C90132,100,100,0,0.0
C90134,100,100,0,0.0
C90138,100,100,0,0.0
C90139,100,100,0,0.0
C90140,100,100,0,0.0
C90144,100,100,0,0.0
C90151,100,100,0,0.0
C90162,100,100,0,0.0
C90181,100,100,0,0.0
C90205,100,100,0,0.0
C90273,100,100,0,0.0
C90323,100,100,0,0.0
C90325,100,100,0,0.0
C90335,100,100,0,0.0
C90336,100,100,0,0.0
C90347,100,100,0,0.0
C90348,100,100,0,0.0
C90352,100,100,0,0.0
C90354,100,100,0,0.0
C90366,100,100,0,0.0
C90388,100,100,0,0.0
C90389,100,100,0,0.0
C90390,100,100,0,0.0
C90391,100,100,0,0.0
C90411,100,100,0,0.0
C90412,100,100,0,0.0
C90413,100,100,0,0.0
C90414,100,100,0,0.0
C90418,100,100,0,0.0
C90419,100,100,0,0.0
C90427,100,100,0,0.0
C90437,100,100,0,0.0
C90444,100,100,0,0.0
C90497,100,100,0,0.0
C90498,100,100,0,0.0
C90534,100,100,0,0.0
C90535,100,100,0,0.0
C90536,100,100,0,0.0
C90537,100,100,0,0.0
C90538,100,100,0,0.0
C90548,100,100,0,0.0
C90549,100,100,0,0.0
C90550,100,100,0,0.0
C90552,100,100,0,0.0
C90553,100,100,0,0.0
C90563,100,100,0,0.0
C90565,100,100,0,0.0
C90575,100,100,0,0.0
C90579,100,100,0,0.0
C90590,100,100,0,0.0
C90598,100,100,0,0.0
C90599,100,100,0,0.0
C90616,100,100,0,0.0
C90640,100,100,0,0.0
C90678,100,100,0,0.0
C90694,100,100,0,0.0
C90697,100,100,0,0.0
C90703,100,100,0,0.0
C90724,100,100,0,0.0
C90725,100,100,0,0.0
C90726,100,100,0,0.0
C90727,100,100,0,0.0
C90728,100,100,0,0.0
C00046,100,357,257,2.57
C00098,100,100,0,0.0
C00171,100,100,0,0.0
C00172,100,100,0,0.0
C00287,100,100,0,0.0
C00340,100,0,-100,1.0
C00351,100,100,0,0.0
C00391,100,100,0,0.0
C00393,100,100,0,0.0
C00435,100,200,100,1.0
C00444,100,100,0,0.0
C00480,100,100,0,0.0
C00496,100,116,16,0.16
C00562,100,90,-10,0.1
C00573,100,101,1,0.01
C00585,100,109,9,0.09
C00608,100,100,0,0.0
C00613,100,177,77,0.77
C00614,100,136,36,0.36
C00615,100,175,75,0.75
C00667,100,139,39,0.39
C00675,100,84,-16,0.16
C00677,100,130,30,0.3
C00685,100,132,32,0.32
C00693,100,153,53,0.53
C00721,100,186,86,0.86
C00759,100,122,22,0.22
C00775,100,100,0,0.0
C00778,100,50,-50,0.5
C00816,100,100,0,0.0
C00821,100,159,59,0.59
C00839,100,99,-1,0.01
C00856,100,100,0,0.0
C00863,100,101,1,0.01
C00868,100,49,-51,0.51
C00912,100,100,0,0.0
C00929,100,100,0,0.0
C00952,100,100,0,0.0
C00960,100,100,0,0.0
C00972,100,152,52,0.52
C00991,100,28,-72,0.72
C00999,100,198,98,0.98
C01003,100,121,21,0.21
C01016,100,100,0,0.0
C01022,100,78,-22,0.22
C01078,100,100,0,0.0
C01135,100,100,0,0.0
C01139,100,117,17,0.17
C01140,100,110,10,0.1
C01141,100,100,0,0.0
C01167,100,89,-11,0.11
C01196,100,100,0,0.0
C01199,100,100,0,0.0
C01203,100,89,-11,0.11
C01224,100,100,0,0.0
C01229,100,99,-1,0.01
C01247,100,83,-17,0.17
C01253,100,95,-5,0.05
C01256,100,107,7,0.07
C01271,100,0,-100,1.0
C01281,100,143,43,0.43
C01293,100,93,-7,0.07
C01299,100,57,-43,0.43
C01308,100,85,-15,0.15
C01334,100,104,4,0.04
C01335,100,205,105,1.05
C01392,100,101,1,0.01
C01398,100,100,0,0.0
C01491,100,100,0,0.0
C01520,100,100,0,0.0
C01599,100,145,45,0.45
C01600,100,107,7,0.07
C01609,100,95,-5,0.05
C01702,100,100,0,0.0
C01707,100,100,0,0.0
C01715,100,100,0,0.0
C01754,100,100,0,0.0
C01764,100,15,-85,0.85
C01867,100,96,-4,0.04
C01901,100,100,0,0.0
C01915,100,100,0,0.0
C01977,100,0,-100,1.0
C01978,100,146,46,0.46
C01992,100,100,0,0.0
C01997,100,117,17,0.17
C02000,100,101,1,0.01
C02002,100,100,0,0.0
C02014,100,100,0,0.0
C02023,100,100,0,0.0
C02031,100,104,4,0.04
C02058,100,100,0,0.0
C02069,100,100,0,0.0
C02089,100,101,1,0.01
C02100,100,106,6,0.06
C02128,100,102,2,0.02
C02142,100,150,50,0.5
C02174,100,100,0,0.0
C02188,100,122,22,0.22
C02248,100,145,45,0.45
C02257,100,100,0,0.0
C02270,100,76,-24,0.24
C02303,100,100,0,0.0
C02307,100,99,-1,0.01
C02308,100,102,2,0.02
C02332,100,100,0,0.0
C02339,100,83,-17,0.17
C02342,100,62,-38,0.38
C02374,100,98,-2,0.02
C02399,100,146,46,0.46
C02401,100,100,0,0.0
C02429,100,111,11,0.11
C02436,100,101,1,0.01
C02440,100,100,0,0.0
C02456,100,100,0,0.0
C02534,100,120,20,0.2
C02583,100,34,-66,0.66
C02601,100,117,17,0.17
C02671,100,110,10,0.1
C02682,100,0,-100,1.0
C02683,100,0,-100,1.0
C02688,100,100,0,0.0
C02699,100,100,0,0.0
C02705,100,82,-18,0.18
C02706,100,83,-17,0.17
C02707,100,97,-3,0.03
C02729,100,105,5,0.05
C02732,100,100,0,0.0
C02733,100,100,0,0.0
C02736,100,100,0,0.0
C02743,100,0,-100,1.0
C02745,100,145,45,0.45
C02756,100,149,49,0.49
C02758,100,100,0,0.0
C02764,100,157,57,0.57
C02789,100,100,0,0.0
C02805,100,144,44,0.44
C02816,100,100,0,0.0
C02834,100,100,0,0.0
C02840,100,100,0,0.0
C02848,100,100,0,0.0
C02851,100,100,0,0.0
C02863,100,132,32,0.32
C02869,100,55,-45,0.45
C02871,100,115,15,0.15
C02882,100,76,-24,0.24
C02900,100,75,-25,0.25
C02905,100,95,-5,0.05
C02967,100,100,0,0.0
C02986,100,41,-59,0.59
C03016,100,101,1,0.01
C03018,100,112,12,0.12
C03021,100,53,-47,0.47
C03022,100,115,15,0.15
C03024,100,114,14,0.14
C03025,100,200,100,1.0
C03029,100,42,-58,0.58
C03085,100,100,0,0.0
C03086,100,100,0,0.0
C03095,100,100,0,0.0
C03101,100,100,0,0.0
C03105,100,99,-1,0.01
C03106,100,117,17,0.17
C03110,100,100,0,0.0
C03120,100,82,-18,0.18
C03121,100,117,17,0.17
C03129,100,145,45,0.45
C03148,100,100,0,0.0
C03157,100,104,4,0.04
C03161,100,86,-14,0.14
C03162,100,0,-100,1.0
C03168,100,100,0,0.0
C03179,100,61,-39,0.39
C03185,100,87,-13,0.13
C03186,100,113,13,0.13
C03193,100,0,-100,1.0
C03236,100,100,0,0.0
C03245,100,107,7,0.07
C03259,100,100,0,0.0
C03260,100,100,0,0.0
C03268,100,118,18,0.18
C03297,100,114,14,0.14
C03302,100,100,0,0.0
C03306,100,100,0,0.0
C03315,100,105,5,0.05
C03318,100,89,-11,0.11
C03330,100,100,0,0.0
C03361,100,78,-22,0.22
C03371,100,105,5,0.05
C03378,100,100,0,0.0
